Age,Attrition,Attrition_num,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime
41,No,0,Travel_Rarely,1283,Research & Development,5,5,Medical,Male,Research Scientist,3,Married,2127,Yes
40,No,0,Non-Travel,663,Research & Development,9,4,Other,Male,Laboratory Technician,3,Divorced,3975,No
31,No,0,Travel_Rarely,326,Sales,8,2,Life Sciences,Male,Sales Executive,4,Divorced,10793,No
46,Yes,1,Travel_Rarely,377,Sales,9,3,Marketing,Male,Sales Executive,4,Divorced,10096,No
39,Yes,1,Non-Travel,592,Research & Development,2,3,Life Sciences,Female,Laboratory Technician,1,Single,3646,Yes
31,Yes,1,Travel_Frequently,1445,Research & Development,1,5,Life Sciences,Female,Manufacturing Director,2,Single,7446,No
45,No,0,Travel_Rarely,1038,Research & Development,20,3,Medical,Male,Healthcare Representative,1,Divorced,10851,Yes
31,No,0,Travel_Rarely,1398,Human Resources,8,2,Medical,Female,Human Resources,2,Single,2109,No
31,Yes,1,Travel_Frequently,523,Research & Development,2,3,Life Sciences,Male,Laboratory Technician,4,Married,3722,Yes
45,No,0,Travel_Rarely,1448,Research & Development,29,3,Technical Degree,Male,Manufacturing Director,4,Married,9380,Yes
48,No,0,Travel_Rarely,1221,Sales,7,3,Marketing,Male,Sales Executive,1,Divorced,5486,No
34,Yes,1,Travel_Rarely,1107,Human Resources,9,4,Technical Degree,Female,Human Resources,3,Married,2742,No
40,No,0,Non-Travel,218,Research & Development,8,1,Medical,Male,Research Director,2,Divorced,13757,No
28,No,0,Travel_Rarely,866,Sales,5,3,Medical,Male,Sales Executive,1,Single,8463,No
44,No,0,Non-Travel,981,Research & Development,5,3,Life Sciences,Male,Laboratory Technician,3,Single,3162,No
53,No,0,Travel_Rarely,447,Research & Development,2,3,Medical,Male,Research Director,2,Single,16598,No
49,No,0,Travel_Rarely,1495,Research & Development,5,4,Technical Degree,Male,Healthcare Representative,3,Married,6651,No
40,No,0,Travel_Rarely,896,Research & Development,2,3,Medical,Male,Research Scientist,3,Divorced,2345,No
44,No,0,Travel_Rarely,1467,Research & Development,20,3,Life Sciences,Male,Research Scientist,2,Single,3420,No
33,No,0,Travel_Frequently,430,Sales,7,3,Medical,Male,Sales Executive,1,Married,4373,No
34,No,0,Travel_Rarely,1326,Sales,3,3,Other,Male,Sales Executive,1,Single,4759,No
30,No,0,Travel_Rarely,1358,Sales,16,1,Life Sciences,Male,Sales Executive,3,Married,5301,No
42,No,0,Travel_Frequently,748,Research & Development,9,2,Medical,Female,Laboratory Technician,4,Single,3673,No
44,No,0,Travel_Frequently,383,Sales,1,5,Marketing,Female,Sales Executive,3,Married,4768,No
30,No,0,Non-Travel,990,Research & Development,7,3,Technical Degree,Male,Research Scientist,3,Divorced,1274,No
57,No,0,Travel_Rarely,405,Research & Development,1,2,Life Sciences,Male,Research Scientist,3,Married,4900,No
49,No,0,Travel_Rarely,1490,Research & Development,7,4,Life Sciences,Male,Healthcare Representative,2,Divorced,10466,No
34,No,0,Travel_Frequently,829,Research & Development,15,3,Medical,Male,Research Director,1,Divorced,17007,No
28,Yes,1,Travel_Frequently,1496,Sales,1,3,Technical Degree,Male,Sales Representative,3,Married,2909,No
29,Yes,1,Travel_Frequently,115,Sales,13,3,Technical Degree,Female,Sales Executive,2,Single,5765,No
34,Yes,1,Travel_Rarely,790,Sales,24,4,Medical,Female,Sales Executive,2,Single,4599,Yes
35,No,0,Travel_Rarely,660,Sales,7,1,Life Sciences,Male,Sales Representative,3,Married,2404,No
24,Yes,1,Travel_Frequently,381,Research & Development,9,3,Medical,Male,Laboratory Technician,1,Single,3172,Yes
24,No,0,Non-Travel,830,Sales,13,2,Life Sciences,Female,Sales Representative,2,Married,2033,No
44,No,0,Travel_Frequently,1193,Research & Development,2,1,Medical,Male,Manufacturing Director,3,Single,10209,Yes
29,No,0,Travel_Rarely,1246,Sales,19,3,Life Sciences,Male,Sales Executive,3,Divorced,8620,No
30,No,0,Travel_Rarely,330,Human Resources,1,3,Life Sciences,Male,Human Resources,3,Divorced,2064,No
55,No,0,Travel_Rarely,1229,Research & Development,4,4,Life Sciences,Male,Healthcare Representative,3,Married,4035,Yes
33,No,0,Travel_Rarely,1099,Research & Development,4,4,Medical,Female,Laboratory Technician,2,Married,3838,No
47,No,0,Travel_Rarely,571,Sales,14,3,Medical,Female,Sales Executive,3,Married,4591,Yes
28,Yes,1,Travel_Frequently,289,Research & Development,2,2,Medical,Male,Laboratory Technician,1,Single,2561,No
28,No,0,Travel_Rarely,1423,Research & Development,1,3,Life Sciences,Male,Research Scientist,3,Divorced,1563,No
28,No,0,Travel_Frequently,467,Sales,7,3,Life Sciences,Male,Sales Executive,1,Single,4898,No
49,No,0,Travel_Rarely,271,Research & Development,3,2,Medical,Female,Laboratory Technician,1,Married,4789,No
29,No,0,Travel_Frequently,410,Research & Development,2,1,Life Sciences,Female,Laboratory Technician,2,Married,3180,No
28,No,0,Travel_Rarely,1083,Research & Development,29,1,Life Sciences,Male,Manufacturing Director,2,Married,6549,No
33,No,0,Travel_Rarely,516,Research & Development,8,5,Life Sciences,Male,Healthcare Representative,3,Single,6388,Yes
32,No,0,Travel_Rarely,495,Research & Development,10,3,Medical,Male,Manager,4,Single,11244,No
54,No,0,Travel_Frequently,1050,Research & Development,11,4,Medical,Female,Manager,4,Divorced,16032,No
29,Yes,1,Travel_Rarely,224,Research & Development,1,4,Technical Degree,Male,Research Scientist,1,Single,2362,No
44,No,0,Travel_Rarely,136,Research & Development,28,3,Life Sciences,Male,Research Director,1,Married,16328,No
39,No,0,Travel_Rarely,1089,Research & Development,6,3,Life Sciences,Female,Manufacturing Director,2,Single,8376,No
46,No,0,Travel_Rarely,228,Sales,3,3,Life Sciences,Female,Manager,2,Married,16606,No
35,No,0,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,Female,Healthcare Representative,2,Single,8606,No
23,No,0,Travel_Rarely,507,Research & Development,20,1,Life Sciences,Male,Laboratory Technician,3,Single,2272,No
40,Yes,1,Travel_Rarely,676,Research & Development,9,4,Life Sciences,Male,Laboratory Technician,1,Single,2018,No
34,No,0,Travel_Rarely,971,Sales,1,3,Technical Degree,Male,Sales Executive,3,Married,7083,Yes
31,Yes,1,Travel_Frequently,561,Research & Development,3,3,Life Sciences,Female,Research Scientist,3,Single,4084,No
50,No,0,Travel_Frequently,333,Research & Development,22,5,Medical,Male,Research Director,4,Single,14411,Yes
34,No,0,Travel_Rarely,1440,Sales,7,2,Technical Degree,Male,Sales Representative,3,Married,2308,Yes
42,No,0,Travel_Rarely,1210,Research & Development,2,3,Medical,Male,Laboratory Technician,2,Married,4841,No
37,No,0,Travel_Rarely,674,Research & Development,13,3,Medical,Male,Research Scientist,4,Married,4285,No
29,No,0,Travel_Rarely,441,Research & Development,8,1,Other,Female,Healthcare Representative,1,Married,9715,No
33,No,0,Travel_Rarely,575,Research & Development,25,3,Life Sciences,Male,Manufacturing Director,2,Single,4320,No
45,No,0,Travel_Rarely,950,Research & Development,28,3,Technical Degree,Male,Research Scientist,4,Married,2132,No
42,No,0,Travel_Frequently,288,Research & Development,2,3,Life Sciences,Male,Healthcare Representative,4,Married,10124,Yes
40,No,0,Travel_Rarely,1342,Sales,9,2,Medical,Male,Sales Executive,1,Married,5473,No
33,No,0,Travel_Rarely,589,Research & Development,28,4,Life Sciences,Male,Laboratory Technician,3,Married,5207,Yes
40,No,0,Travel_Rarely,898,Human Resources,6,2,Medical,Male,Manager,4,Single,16437,Yes
24,No,0,Travel_Rarely,350,Research & Development,21,2,Technical Degree,Male,Laboratory Technician,1,Divorced,2296,No
40,No,0,Non-Travel,1142,Research & Development,8,2,Life Sciences,Male,Healthcare Representative,4,Divorced,4069,Yes
45,No,0,Travel_Rarely,538,Research & Development,1,4,Technical Degree,Male,Healthcare Representative,2,Divorced,7441,No
35,No,0,Travel_Rarely,1402,Sales,28,4,Life Sciences,Female,Sales Representative,3,Married,2430,No
32,No,0,Travel_Rarely,824,Research & Development,5,2,Life Sciences,Female,Research Scientist,2,Married,5878,No
36,No,0,Travel_Rarely,1157,Sales,2,4,Life Sciences,Male,Sales Representative,4,Single,2644,Yes
48,No,0,Travel_Rarely,492,Sales,16,4,Life Sciences,Female,Sales Executive,3,Divorced,6439,No
29,No,0,Travel_Rarely,598,Research & Development,9,3,Life Sciences,Male,Research Scientist,3,Married,2451,No
33,No,0,Travel_Rarely,1242,Sales,8,4,Life Sciences,Male,Sales Executive,1,Married,6392,No
30,Yes,1,Travel_Rarely,740,Sales,1,3,Life Sciences,Male,Sales Executive,1,Married,9714,No
38,No,0,Travel_Frequently,888,Human Resources,10,4,Human Resources,Male,Human Resources,3,Married,6077,No
35,No,0,Travel_Rarely,992,Research & Development,1,3,Medical,Male,Laboratory Technician,1,Single,2450,No
30,No,0,Travel_Rarely,1288,Sales,29,4,Technical Degree,Male,Sales Executive,2,Married,9250,No
35,Yes,1,Travel_Rarely,104,Research & Development,2,3,Life Sciences,Female,Laboratory Technician,1,Divorced,2074,Yes
53,Yes,1,Travel_Rarely,607,Research & Development,2,5,Technical Degree,Female,Manufacturing Director,4,Married,10169,No
38,Yes,1,Travel_Rarely,903,Research & Development,2,3,Medical,Male,Manufacturing Director,2,Married,4855,No
32,No,0,Non-Travel,1200,Research & Development,1,4,Technical Degree,Male,Research Scientist,1,Married,4087,No
48,No,0,Travel_Rarely,1108,Research & Development,15,4,Other,Female,Research Scientist,1,Married,2367,No
34,No,0,Travel_Rarely,479,Research & Development,7,4,Medical,Male,Research Scientist,4,Single,2972,No
55,No,0,Travel_Rarely,685,Sales,26,5,Marketing,Male,Manager,4,Married,19586,No
34,No,0,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,Male,Research Scientist,4,Married,5484,No
26,No,0,Travel_Rarely,474,Research & Development,3,3,Life Sciences,Female,Research Scientist,4,Married,2061,No
38,No,0,Travel_Rarely,1245,Sales,14,3,Life Sciences,Male,Sales Executive,2,Married,9924,No
38,No,0,Travel_Rarely,437,Sales,16,3,Life Sciences,Female,Sales Executive,2,Single,4198,No
36,No,0,Travel_Rarely,884,Sales,1,4,Life Sciences,Female,Sales Executive,3,Single,6815,No
29,No,0,Travel_Rarely,1370,Research & Development,3,1,Medical,Male,Laboratory Technician,1,Single,4723,Yes
35,No,0,Travel_Rarely,670,Research & Development,10,4,Medical,Female,Healthcare Representative,3,Single,6142,Yes
39,No,0,Travel_Rarely,1462,Sales,6,3,Medical,Male,Sales Executive,3,Married,8237,No
29,No,0,Travel_Frequently,995,Research & Development,2,1,Life Sciences,Male,Healthcare Representative,4,Divorced,8853,No
50,No,0,Travel_Rarely,264,Sales,9,3,Marketing,Male,Manager,3,Married,19331,Yes
23,No,0,Travel_Rarely,977,Research & Development,10,3,Technical Degree,Male,Research Scientist,3,Married,2073,No
36,No,0,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,Male,Laboratory Technician,1,Married,5562,Yes
42,No,0,Travel_Rarely,1059,Research & Development,9,2,Other,Male,Manager,4,Single,19613,No
35,No,0,Travel_Rarely,750,Research & Development,28,3,Life Sciences,Male,Laboratory Technician,3,Married,3407,No
34,No,0,Travel_Frequently,653,Research & Development,10,4,Technical Degree,Male,Healthcare Representative,3,Married,5063,No
40,No,0,Travel_Rarely,118,Sales,14,2,Life Sciences,Female,Sales Executive,1,Married,4639,No
43,No,0,Travel_Rarely,990,Research & Development,27,3,Technical Degree,Male,Laboratory Technician,2,Divorced,4876,No
35,No,0,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,Male,Laboratory Technician,4,Married,2690,No
46,No,0,Travel_Rarely,563,Sales,1,4,Life Sciences,Male,Manager,1,Single,17567,No
28,Yes,1,Travel_Rarely,329,Research & Development,24,3,Medical,Male,Laboratory Technician,2,Married,2408,Yes
22,No,0,Non-Travel,457,Research & Development,26,2,Other,Female,Research Scientist,3,Married,2814,Yes
50,No,0,Travel_Frequently,1234,Research & Development,20,5,Medical,Male,Healthcare Representative,3,Married,11245,Yes
32,No,0,Travel_Rarely,634,Research & Development,5,4,Other,Female,Research Scientist,4,Married,3312,No
44,No,0,Travel_Rarely,1313,Research & Development,7,3,Medical,Female,Research Director,4,Divorced,19049,Yes
30,No,0,Travel_Rarely,241,Research & Development,7,3,Medical,Male,Research Scientist,2,Married,2141,No
45,No,0,Travel_Rarely,1015,Research & Development,5,5,Medical,Female,Laboratory Technician,1,Single,5769,Yes
45,No,0,Non-Travel,336,Sales,26,3,Marketing,Male,Sales Executive,1,Married,4385,No
31,No,0,Travel_Frequently,715,Sales,2,4,Other,Male,Sales Executive,1,Single,5332,No
36,No,0,Travel_Rarely,559,Research & Development,12,4,Life Sciences,Female,Manufacturing Director,3,Married,4663,Yes
34,No,0,Travel_Frequently,426,Research & Development,10,4,Life Sciences,Male,Manufacturing Director,4,Divorced,4724,No
49,No,0,Travel_Rarely,722,Research & Development,25,4,Life Sciences,Female,Laboratory Technician,1,Married,3211,No
39,No,0,Travel_Rarely,1387,Research & Development,10,5,Medical,Male,Manufacturing Director,1,Married,5377,No
27,No,0,Travel_Rarely,1302,Research & Development,19,3,Other,Male,Laboratory Technician,1,Divorced,4066,No
35,No,0,Travel_Rarely,819,Research & Development,18,5,Life Sciences,Male,Research Scientist,1,Married,5208,No
28,No,0,Travel_Rarely,580,Research & Development,27,3,Medical,Female,Manufacturing Director,1,Divorced,4877,No
21,No,0,Travel_Rarely,546,Research & Development,5,1,Medical,Male,Research Scientist,4,Single,3117,No
18,Yes,1,Travel_Frequently,544,Sales,3,2,Medical,Female,Sales Representative,4,Single,1569,Yes
47,No,0,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,Female,Manager,3,Married,19658,No
39,No,0,Travel_Rarely,170,Research & Development,3,2,Medical,Male,Laboratory Technician,3,Divorced,3069,No
40,No,0,Travel_Rarely,884,Research & Development,15,3,Life Sciences,Female,Manufacturing Director,3,Married,10435,No
35,No,0,Non-Travel,208,Research & Development,8,4,Life Sciences,Female,Healthcare Representative,3,Married,4148,No
37,No,0,Travel_Rarely,671,Research & Development,19,3,Life Sciences,Male,Manufacturing Director,3,Married,5768,No
39,No,0,Travel_Frequently,711,Research & Development,4,3,Medical,Female,Manufacturing Director,3,Single,5042,No
45,No,0,Travel_Rarely,1329,Research & Development,2,2,Other,Female,Manufacturing Director,4,Divorced,5770,No
38,No,0,Travel_Rarely,397,Research & Development,2,2,Medical,Female,Manufacturing Director,3,Married,7756,Yes
35,Yes,1,Travel_Rarely,737,Sales,10,3,Medical,Male,Sales Executive,1,Married,10306,No
37,No,0,Travel_Rarely,1470,Research & Development,10,3,Medical,Female,Research Scientist,2,Married,3936,No
40,No,0,Travel_Rarely,448,Research & Development,16,3,Life Sciences,Female,Manufacturing Director,4,Single,7945,Yes
44,No,0,Travel_Frequently,602,Human Resources,1,5,Human Resources,Male,Human Resources,4,Married,5743,Yes
48,No,0,Travel_Frequently,365,Research & Development,4,5,Medical,Male,Manager,4,Married,15202,No
35,Yes,1,Travel_Rarely,763,Sales,15,2,Medical,Male,Sales Executive,4,Divorced,5440,Yes
24,No,0,Travel_Frequently,567,Research & Development,2,1,Technical Degree,Female,Research Scientist,4,Single,3760,Yes
27,No,0,Travel_Rarely,486,Research & Development,8,3,Medical,Female,Research Scientist,3,Married,3517,No
27,No,0,Travel_Frequently,591,Research & Development,2,3,Medical,Male,Research Scientist,4,Single,2580,No
40,Yes,1,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,Male,Laboratory Technician,1,Single,2166,Yes
29,No,0,Travel_Rarely,469,Sales,10,3,Medical,Male,Sales Executive,3,Single,5869,No
36,No,0,Travel_Rarely,711,Research & Development,5,4,Life Sciences,Female,Healthcare Representative,1,Married,8008,No
25,No,0,Travel_Frequently,772,Research & Development,2,1,Life Sciences,Male,Manufacturing Director,3,Divorced,5206,No
39,No,0,Travel_Rarely,492,Research & Development,12,3,Medical,Male,Manufacturing Director,2,Married,5295,No
49,No,0,Travel_Rarely,301,Research & Development,22,4,Other,Female,Research Director,2,Married,16413,No
50,No,0,Travel_Rarely,813,Research & Development,17,5,Life Sciences,Female,Research Director,1,Divorced,13269,No
20,No,0,Travel_Rarely,1141,Sales,2,3,Medical,Female,Sales Representative,3,Single,2783,No
34,No,0,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,Female,Research Scientist,2,Divorced,5433,No
36,No,0,Travel_Rarely,311,Research & Development,7,3,Life Sciences,Male,Laboratory Technician,2,Single,2013,No
49,No,0,Travel_Rarely,465,Research & Development,6,1,Life Sciences,Female,Healthcare Representative,3,Married,13966,Yes
36,No,0,Non-Travel,894,Research & Development,1,4,Medical,Female,Manufacturing Director,3,Married,4374,No
36,No,0,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,Male,Healthcare Representative,1,Divorced,6842,No
54,No,0,Travel_Rarely,584,Research & Development,22,5,Medical,Female,Manager,3,Married,17426,No
43,No,0,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,Male,Research Director,3,Married,17603,No
35,Yes,1,Travel_Frequently,880,Sales,12,4,Other,Male,Sales Executive,4,Single,4581,Yes
38,No,0,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,Male,Research Scientist,4,Married,4735,No
29,No,0,Travel_Rarely,991,Sales,5,3,Medical,Male,Sales Executive,2,Divorced,4187,Yes
33,No,0,Travel_Rarely,392,Sales,2,4,Medical,Male,Sales Executive,4,Divorced,5505,No
32,No,0,Travel_Rarely,977,Research & Development,2,3,Medical,Male,Research Scientist,2,Divorced,5470,No
31,No,0,Travel_Rarely,1112,Sales,5,4,Life Sciences,Female,Sales Executive,4,Married,5476,No
49,No,0,Travel_Rarely,464,Research & Development,16,3,Medical,Female,Laboratory Technician,1,Divorced,2587,Yes
38,No,0,Travel_Frequently,148,Research & Development,2,3,Medical,Female,Laboratory Technician,2,Single,2440,No
47,No,0,Travel_Rarely,1225,Sales,2,4,Life Sciences,Female,Manager,2,Divorced,15972,No
49,No,0,Travel_Rarely,809,Research & Development,1,3,Life Sciences,Male,Manager,3,Single,15379,No
41,No,0,Travel_Rarely,1206,Sales,23,2,Life Sciences,Male,Sales Executive,3,Single,7082,Yes
20,No,0,Travel_Rarely,727,Sales,9,1,Life Sciences,Male,Sales Representative,1,Single,2728,No
33,No,0,Non-Travel,530,Sales,16,3,Life Sciences,Female,Sales Executive,4,Divorced,5368,Yes
36,No,0,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,Male,Healthcare Representative,3,Married,5347,No
44,No,0,Travel_Rarely,528,Human Resources,1,3,Life Sciences,Female,Human Resources,4,Divorced,3195,Yes
23,Yes,1,Travel_Rarely,1320,Research & Development,8,1,Medical,Male,Laboratory Technician,3,Single,3989,Yes
38,No,0,Travel_Rarely,1495,Research & Development,4,2,Medical,Female,Laboratory Technician,3,Married,3306,No
53,No,0,Travel_Rarely,1395,Research & Development,24,4,Medical,Male,Healthcare Representative,4,Married,7005,No
48,Yes,1,Travel_Frequently,708,Sales,7,2,Medical,Female,Sales Representative,3,Married,2655,Yes
32,Yes,1,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,Male,Laboratory Technician,2,Single,1393,No
26,No,0,Non-Travel,786,Research & Development,7,3,Medical,Male,Laboratory Technician,4,Single,2570,No
55,No,0,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,Male,Research Scientist,2,Divorced,3537,No
34,No,0,Travel_Rarely,1157,Research & Development,5,2,Medical,Male,Laboratory Technician,4,Married,3986,No
60,No,0,Travel_Rarely,370,Research & Development,1,4,Medical,Male,Healthcare Representative,4,Divorced,10883,No
33,No,0,Travel_Rarely,267,Research & Development,21,3,Medical,Male,Laboratory Technician,2,Married,2028,No
37,No,0,Travel_Frequently,1278,Sales,1,4,Medical,Male,Sales Executive,4,Divorced,9525,No
34,No,0,Travel_Rarely,678,Research & Development,19,3,Life Sciences,Female,Research Scientist,4,Married,2929,No
23,Yes,1,Travel_Rarely,427,Sales,7,3,Life Sciences,Male,Sales Representative,4,Divorced,2275,Yes
44,No,0,Travel_Rarely,921,Research & Development,2,3,Life Sciences,Female,Healthcare Representative,4,Married,7879,Yes
35,No,0,Travel_Frequently,146,Research & Development,2,4,Medical,Male,Research Scientist,4,Single,4930,Yes
43,No,0,Travel_Rarely,1179,Sales,2,3,Medical,Male,Sales Executive,4,Married,7847,Yes
24,No,0,Travel_Rarely,581,Research & Development,9,3,Medical,Male,Research Scientist,3,Married,4401,No
41,No,0,Travel_Rarely,918,Sales,6,3,Marketing,Male,Sales Executive,3,Single,9241,No
29,No,0,Travel_Rarely,1082,Research & Development,9,4,Medical,Female,Laboratory Technician,3,Married,2974,No
36,No,0,Travel_Rarely,530,Sales,2,4,Life Sciences,Female,Sales Representative,4,Single,4502,No
45,No,0,Non-Travel,1238,Research & Development,1,1,Life Sciences,Male,Healthcare Representative,3,Married,10748,No
24,Yes,1,Travel_Rarely,240,Human Resources,22,1,Human Resources,Male,Human Resources,3,Married,1555,No
47,Yes,1,Travel_Frequently,1093,Sales,9,3,Life Sciences,Male,Sales Executive,3,Married,12936,No
26,No,0,Travel_Rarely,390,Research & Development,17,4,Medical,Male,Laboratory Technician,3,Married,2305,No
45,No,0,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,Female,Research Director,2,Single,16704,No
32,No,0,Travel_Frequently,585,Research & Development,10,3,Life Sciences,Male,Research Scientist,3,Married,3433,No
31,No,0,Travel_Rarely,741,Research & Development,2,4,Life Sciences,Male,Laboratory Technician,3,Married,3477,No
41,No,0,Non-Travel,552,Human Resources,4,3,Human Resources,Male,Human Resources,2,Married,6430,No
40,No,0,Travel_Rarely,369,Research & Development,8,2,Life Sciences,Female,Manufacturing Director,1,Married,6516,Yes
24,No,0,Travel_Rarely,506,Research & Development,29,1,Medical,Male,Laboratory Technician,1,Divorced,3907,No
46,No,0,Travel_Rarely,717,Research & Development,13,4,Life Sciences,Male,Healthcare Representative,2,Single,5562,No
35,No,0,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,Male,Manufacturing Director,3,Married,6883,No
30,No,0,Travel_Rarely,793,Research & Development,16,1,Life Sciences,Male,Research Scientist,4,Married,2862,No
47,No,0,Non-Travel,543,Sales,2,4,Marketing,Male,Sales Executive,2,Married,4978,No
46,No,0,Travel_Rarely,1277,Sales,2,3,Life Sciences,Male,Sales Executive,4,Divorced,10368,Yes
36,Yes,1,Travel_Rarely,1456,Sales,13,5,Marketing,Male,Sales Executive,1,Divorced,6134,Yes
32,Yes,1,Travel_Rarely,964,Sales,1,2,Life Sciences,Male,Sales Executive,2,Single,6735,No
23,No,0,Travel_Rarely,160,Research & Development,4,1,Medical,Female,Laboratory Technician,2,Single,3295,No
31,No,0,Travel_Frequently,163,Research & Development,24,1,Technical Degree,Female,Manufacturing Director,4,Single,5238,No
39,No,0,Non-Travel,792,Research & Development,1,3,Life Sciences,Male,Laboratory Technician,4,Married,6472,Yes
32,No,0,Travel_Rarely,371,Sales,19,3,Life Sciences,Male,Sales Executive,3,Married,9610,No
40,No,0,Travel_Rarely,611,Sales,7,4,Medical,Male,Manager,2,Single,19833,No
45,No,0,Travel_Rarely,176,Human Resources,4,3,Life Sciences,Female,Human Resources,3,Married,9756,No
30,No,0,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,Female,Research Scientist,1,Single,4968,No
24,No,0,Travel_Frequently,897,Human Resources,10,3,Medical,Male,Human Resources,4,Married,2145,No
30,Yes,1,Travel_Frequently,600,Human Resources,8,3,Human Resources,Female,Human Resources,4,Divorced,2180,No
31,No,0,Travel_Rarely,1003,Sales,5,3,Technical Degree,Male,Sales Executive,3,Married,8346,No
27,No,0,Travel_Rarely,1054,Research & Development,8,3,Medical,Female,Research Scientist,4,Single,3445,No
29,Yes,1,Travel_Rarely,428,Sales,9,3,Marketing,Female,Sales Representative,2,Single,2760,No
29,No,0,Travel_Frequently,461,Research & Development,1,3,Life Sciences,Male,Healthcare Representative,3,Single,6294,Yes
30,No,0,Travel_Rarely,979,Sales,15,2,Marketing,Male,Sales Executive,1,Divorced,7140,No
34,No,0,Travel_Rarely,181,Research & Development,2,4,Medical,Male,Research Scientist,4,Married,2932,Yes
33,No,0,Non-Travel,1283,Sales,2,3,Marketing,Female,Sales Executive,2,Single,5147,No
49,No,0,Travel_Rarely,1313,Sales,11,4,Marketing,Female,Sales Executive,4,Single,4507,No
33,Yes,1,Travel_Rarely,211,Sales,16,3,Life Sciences,Female,Sales Executive,1,Single,8564,Yes
38,No,0,Travel_Frequently,594,Research & Development,2,2,Medical,Female,Laboratory Technician,2,Married,2468,No
31,Yes,1,Travel_Rarely,1079,Sales,16,4,Marketing,Male,Sales Executive,3,Married,8161,No
29,No,0,Travel_Rarely,590,Research & Development,4,3,Technical Degree,Female,Research Scientist,1,Divorced,2109,No
30,No,0,Travel_Rarely,305,Research & Development,16,3,Life Sciences,Male,Healthcare Representative,3,Married,5294,No
32,No,0,Non-Travel,953,Research & Development,5,4,Technical Degree,Male,Research Scientist,2,Single,2718,No
38,No,0,Travel_Rarely,833,Research & Development,18,3,Medical,Male,Healthcare Representative,4,Married,5811,Yes
43,Yes,1,Travel_Frequently,807,Research & Development,17,3,Technical Degree,Male,Research Scientist,3,Married,2437,Yes
42,No,0,Travel_Rarely,855,Research & Development,12,3,Medical,Male,Laboratory Technician,2,Divorced,2766,No
55,No,0,Travel_Rarely,478,Research & Development,2,3,Medical,Male,Research Director,1,Married,19038,No
33,No,0,Non-Travel,775,Research & Development,4,3,Technical Degree,Male,Research Scientist,2,Divorced,3055,No
41,No,0,Travel_Rarely,548,Research & Development,9,4,Life Sciences,Male,Laboratory Technician,1,Divorced,2289,No
34,No,0,Non-Travel,1375,Sales,10,3,Life Sciences,Male,Sales Executive,3,Divorced,4001,Yes
53,No,0,Non-Travel,661,Research & Development,1,4,Medical,Female,Manufacturing Director,3,Married,12965,Yes
43,No,0,Travel_Rarely,244,Human Resources,2,3,Life Sciences,Male,Human Resources,4,Single,3539,No
34,No,0,Travel_Rarely,511,Sales,3,2,Life Sciences,Female,Sales Executive,4,Single,6029,No
21,Yes,1,Travel_Rarely,337,Sales,7,1,Marketing,Male,Sales Representative,2,Single,2679,No
38,No,0,Travel_Rarely,1153,Research & Development,6,2,Other,Female,Laboratory Technician,3,Married,3702,No
22,Yes,1,Travel_Rarely,1294,Research & Development,8,1,Medical,Female,Laboratory Technician,1,Married,2398,Yes
31,No,0,Travel_Rarely,196,Sales,29,4,Marketing,Female,Sales Executive,4,Married,5468,No
51,No,0,Travel_Rarely,942,Research & Development,3,3,Technical Degree,Female,Manager,3,Married,13116,No
37,No,0,Travel_Rarely,589,Sales,9,2,Marketing,Male,Sales Executive,2,Married,4189,No
46,No,0,Travel_Rarely,734,Research & Development,2,4,Medical,Male,Research Director,4,Divorced,19328,Yes
36,No,0,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,Male,Healthcare Representative,1,Married,8321,Yes
44,Yes,1,Travel_Frequently,429,Research & Development,1,2,Medical,Male,Research Scientist,2,Divorced,2342,Yes
37,No,0,Travel_Rarely,1239,Human Resources,8,2,Other,Male,Human Resources,2,Divorced,4071,No
35,Yes,1,Travel_Rarely,303,Sales,27,3,Life Sciences,Male,Sales Executive,4,Single,5813,Yes
33,No,0,Travel_Rarely,867,Research & Development,8,4,Life Sciences,Male,Research Scientist,1,Married,3143,No
28,No,0,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,Male,Research Scientist,4,Married,2044,No
39,No,0,Travel_Rarely,1253,Research & Development,10,1,Medical,Male,Research Director,3,Single,13464,No
46,No,0,Non-Travel,849,Sales,26,2,Life Sciences,Male,Sales Executive,2,Single,7991,No
